Input,,,Output
0.500000, 58.482000,,2.028354, -2.378125
0.500000, 58.483000,,2.022777, -2.378945
0.500000, 58.484000,,2.017207, -2.379764
0.500000, 58.485000,,2.011583, -2.380550
0.500000, 58.486000,,2.005998, -2.381380
0.500000, 58.487000,,2.000419, -2.382149
0.500000, 58.488000,,1.994833, -2.382915
0.500000, 58.489000,,1.989238, -2.383635
0.500000, 58.490000,,1.983625, -2.384373
0.500000, 58.491000,,1.978049, -2.385112
0.500000, 58.492000,,1.972479, -2.385774
0.500000, 58.493000,,1.966902, -2.386456
0.500000, 58.494000,,1.961299, -2.387139
0.500000, 58.495000,,1.955710, -2.387797
0.500000, 58.496000,,1.950128, -2.388447
0.500000, 58.497000,,1.944539, -2.389084
0.500000, 58.498000,,1.938958, -2.389696
0.500000, 58.499000,,1.933378, -2.390290
0.500000, 58.500000,,1.927770, -2.390884
0.500000, 58.501000,,1.922220, -2.391437
0.500000, 58.502000,,1.916608, -2.392002
0.500000, 58.503000,,1.911036, -2.392536
0.500000, 58.504000,,1.905437, -2.393046
0.500000, 58.505000,,1.899860, -2.393580
0.500000, 58.506000,,1.894276, -2.394085
0.500000, 58.507000,,1.888682, -2.394555
0.500000, 58.508000,,1.883132, -2.395020
0.500000, 58.509000,,1.877554, -2.395481
0.500000, 58.510000,,1.871970, -2.395912
0.500000, 58.511000,,1.866383, -2.396354
0.500000, 58.512000,,1.860825, -2.396759
0.500000, 58.513000,,1.855237, -2.397142
0.500000, 58.514000,,1.849666, -2.397497
0.500000, 58.515000,,1.844091, -2.397921
0.500000, 58.516000,,1.838553, -2.398245
0.500000, 58.517000,,1.832980, -2.398612
0.500000, 58.518000,,1.827406, -2.398915
0.500000, 58.519000,,1.821839, -2.399237
0.500000, 58.520000,,1.816271, -2.399540
0.500000, 58.521000,,1.810689, -2.399814
0.500000, 58.522000,,1.805135, -2.400048
0.500000, 58.523000,,1.799574, -2.400343
0.500000, 58.524000,,1.794038, -2.400568
0.500000, 58.525000,,1.788467, -2.400795
0.500000, 58.526000,,1.782898, -2.400994
0.500000, 58.527000,,1.777364, -2.401209
0.500000, 58.528000,,1.771794, -2.401379
0.500000, 58.529000,,1.766271, -2.401531
0.500000, 58.530000,,1.760680, -2.401727
0.500000, 58.531000,,1.755144, -2.401850
0.500000, 58.532000,,1.749624, -2.401988
0.500000, 58.533000,,1.744092, -2.402098
0.500000, 58.534000,,1.738539, -2.402176
0.500000, 58.535000,,1.733020, -2.402255
0.500000, 58.536000,,1.727442, -2.402323
0.500000, 58.537000,,1.721924, -2.402377
0.500000, 58.538000,,1.716392, -2.402409
0.500000, 58.539000,,1.710854, -2.402448
0.500000, 58.540000,,1.705333, -2.402464
0.500000, 58.541000,,1.699819, -2.402489
0.500000, 58.542000,,1.694290, -2.402441
0.500000, 58.543000,,1.688760, -2.402416
0.500000, 58.544000,,1.683233, -2.402378
0.500000, 58.545000,,1.677760, -2.402330
0.500000, 58.546000,,1.672202, -2.402231
0.500000, 58.547000,,1.666711, -2.402158
0.500000, 58.548000,,1.661194, -2.402043
0.500000, 58.549000,,1.655715, -2.401949
0.500000, 58.550000,,1.650192, -2.401812
0.500000, 58.551000,,1.644696, -2.401666
0.500000, 58.552000,,1.639188, -2.401485
0.500000, 58.553000,,1.633726, -2.401344
0.500000, 58.554000,,1.628207, -2.401149
0.500000, 58.555000,,1.622719, -2.400967
0.500000, 58.556000,,1.617264, -2.400701
0.500000, 58.557000,,1.611781, -2.400498
0.500000, 58.558000,,1.606288, -2.400262
0.500000, 58.559000,,1.600788, -2.400039
0.500000, 58.560000,,1.595340, -2.399782
0.500000, 58.561000,,1.589852, -2.399464
0.500000, 58.562000,,1.584406, -2.399186
0.500000, 58.563000,,1.578932, -2.398873
0.500000, 58.564000,,1.573476, -2.398547
0.500000, 58.565000,,1.568000, -2.398213
0.500000, 58.566000,,1.562570, -2.397854
0.500000, 58.567000,,1.557113, -2.397486
0.500000, 58.568000,,1.551642, -2.397073
0.500000, 58.569000,,1.546213, -2.396684
0.500000, 58.570000,,1.540766, -2.396325
0.500000, 58.571000,,1.535329, -2.395880
0.500000, 58.572000,,1.529895, -2.395460
0.500000, 58.573000,,1.524455, -2.394992
0.500000, 58.574000,,1.519040, -2.394537
0.500000, 58.575000,,1.513602, -2.394063
0.500000, 58.576000,,1.508211, -2.393568
0.500000, 58.577000,,1.502786, -2.393077
0.500000, 58.578000,,1.497389, -2.392565
0.500000, 58.579000,,1.491965, -2.392030
0.500000, 58.580000,,1.486554, -2.391497
0.500000, 58.581000,,1.481158, -2.390930
0.500000, 58.582000,,1.475735, -2.390333
0.500000, 58.583000,,1.470352, -2.389788
0.500000, 58.584000,,1.464951, -2.389194
0.500000, 58.585000,,1.459585, -2.388570
0.500000, 58.586000,,1.454204, -2.387915
0.500000, 58.587000,,1.448841, -2.387294
0.500000, 58.588000,,1.443466, -2.386673
0.500000, 58.589000,,1.438083, -2.385982
0.500000, 58.590000,,1.432718, -2.385317
0.500000, 58.591000,,1.427386, -2.384619
0.500000, 58.592000,,1.421990, -2.383926
0.500000, 58.593000,,1.416658, -2.383195
0.500000, 58.594000,,1.411294, -2.382457
0.500000, 58.595000,,1.405959, -2.381723
0.500000, 58.596000,,1.400635, -2.380940
0.500000, 58.597000,,1.395285, -2.380197
0.500000, 58.598000,,1.389980, -2.379397
0.500000, 58.599000,,1.384635, -2.378589
0.500000, 58.600000,,1.379299, -2.377775
0.500000, 58.601000,,1.374026, -2.376965
0.500000, 58.602000,,1.368696, -2.376118
0.500000, 58.603000,,1.363400, -2.375263
0.500000, 58.604000,,1.358099, -2.374420
0.500000, 58.605000,,1.352776, -2.373520
0.500000, 58.606000,,1.347523, -2.372646
0.500000, 58.607000,,1.342208, -2.371759
0.500000, 58.608000,,1.336938, -2.370844
0.500000, 58.609000,,1.331679, -2.369872
0.500000, 58.610000,,1.326379, -2.368948
0.500000, 58.611000,,1.321113, -2.367969
0.500000, 58.612000,,1.315836, -2.367026
0.500000, 58.613000,,1.310568, -2.366017
0.500000, 58.614000,,1.305329, -2.365048
0.500000, 58.615000,,1.300089, -2.364038
0.500000, 58.616000,,1.294849, -2.363007
0.500000, 58.617000,,1.289604, -2.361976
0.500000, 58.618000,,1.284370, -2.360940
0.500000, 58.619000,,1.279135, -2.359873
0.500000, 58.620000,,1.273903, -2.358774
0.500000, 58.621000,,1.268699, -2.357724
0.500000, 58.622000,,1.263489, -2.356600
0.500000, 58.623000,,1.258294, -2.355501
0.500000, 58.624000,,1.253081, -2.354375
0.500000, 58.625000,,1.247914, -2.353263
0.500000, 58.626000,,1.242685, -2.352091
0.500000, 58.627000,,1.237523, -2.350928
0.500000, 58.628000,,1.232328, -2.349753
0.500000, 58.629000,,1.227165, -2.348560
0.500000, 58.630000,,1.222010, -2.347327
0.500000, 58.631000,,1.216851, -2.346146
0.500000, 58.632000,,1.211693, -2.344900
0.500000, 58.633000,,1.206532, -2.343692
0.500000, 58.634000,,1.201388, -2.342426
0.500000, 58.635000,,1.196256, -2.341185
0.500000, 58.636000,,1.191101, -2.339901
0.500000, 58.637000,,1.185974, -2.338611
0.500000, 58.638000,,1.180842, -2.337318
0.500000, 58.639000,,1.175752, -2.336017
0.500000, 58.640000,,1.170636, -2.334675
0.500000, 58.641000,,1.165536, -2.333328
0.500000, 58.642000,,1.160426, -2.331998
0.500000, 58.643000,,1.155362, -2.330631
0.500000, 58.644000,,1.150263, -2.329265
0.500000, 58.645000,,1.145191, -2.327874
0.500000, 58.646000,,1.140115, -2.326466
0.500000, 58.647000,,1.135039, -2.325046
0.500000, 58.648000,,1.129971, -2.323624
0.500000, 58.649000,,1.124941, -2.322203
0.500000, 58.650000,,1.119895, -2.320732
0.500000, 58.651000,,1.114841, -2.319272
0.500000, 58.652000,,1.109785, -2.317811
0.500000, 58.653000,,1.104778, -2.316322
0.500000, 58.654000,,1.099718, -2.314841
0.500000, 58.655000,,1.094715, -2.313334
0.500000, 58.656000,,1.089709, -2.311799
0.500000, 58.657000,,1.084709, -2.310274
0.500000, 58.658000,,1.079697, -2.308719
0.500000, 58.659000,,1.074746, -2.307163
0.500000, 58.660000,,1.069739, -2.305587
0.500000, 58.661000,,1.064765, -2.304004
0.500000, 58.662000,,1.059826, -2.302410
0.500000, 58.663000,,1.054827, -2.300802
0.500000, 58.664000,,1.049874, -2.299179
0.500000, 58.665000,,1.044932, -2.297573
0.500000, 58.666000,,1.039967, -2.295910
0.500000, 58.667000,,1.035045, -2.294291
0.500000, 58.668000,,1.030088, -2.292629
0.500000, 58.669000,,1.025182, -2.290934
0.500000, 58.670000,,1.020269, -2.289275
0.500000, 58.671000,,1.015374, -2.287568
0.500000, 58.672000,,1.010459, -2.285837
0.500000, 58.673000,,1.005553, -2.284111
0.500000, 58.674000,,1.000679, -2.282383
0.500000, 58.675000,,0.995773, -2.280615
0.500000, 58.676000,,0.990922, -2.278854
0.500000, 58.677000,,0.986032, -2.277127
0.500000, 58.678000,,0.981186, -2.275321
0.500000, 58.679000,,0.976334, -2.273521
0.500000, 58.680000,,0.971509, -2.271751
0.500000, 58.681000,,0.966672, -2.269928
0.500000, 58.682000,,0.961819, -2.268090
0.500000, 58.683000,,0.956998, -2.266227
0.500000, 58.684000,,0.952199, -2.264385
0.500000, 58.685000,,0.947358, -2.262525
0.500000, 58.686000,,0.942555, -2.260662
0.500000, 58.687000,,0.937779, -2.258799
0.500000, 58.688000,,0.932988, -2.256907
0.500000, 58.689000,,0.928205, -2.254992
0.500000, 58.690000,,0.923429, -2.253059
0.500000, 58.691000,,0.918680, -2.251142
0.500000, 58.692000,,0.913913, -2.249204
0.500000, 58.693000,,0.909144, -2.247245
0.500000, 58.694000,,0.904427, -2.245283
0.500000, 58.695000,,0.899676, -2.243323
0.500000, 58.696000,,0.894948, -2.241333
0.500000, 58.697000,,0.890220, -2.239351
0.500000, 58.698000,,0.885513, -2.237358
0.500000, 58.699000,,0.880825, -2.235321
0.500000, 58.700000,,0.876119, -2.233302
0.500000, 58.701000,,0.871412, -2.231260
0.500000, 58.702000,,0.866746, -2.229199
0.500000, 58.703000,,0.862080, -2.227147
0.500000, 58.704000,,0.857420, -2.225060
0.500000, 58.705000,,0.852750, -2.222992
0.500000, 58.706000,,0.848095, -2.220918
0.500000, 58.707000,,0.843445, -2.218813
0.500000, 58.708000,,0.838839, -2.216693
0.500000, 58.709000,,0.834196, -2.214577
0.500000, 58.710000,,0.829579, -2.212417
0.500000, 58.711000,,0.824990, -2.210280
0.500000, 58.712000,,0.820365, -2.208120
0.500000, 58.713000,,0.815766, -2.205986
0.500000, 58.714000,,0.811201, -2.203760
0.500000, 58.715000,,0.806621, -2.201584
0.500000, 58.716000,,0.802035, -2.199407
0.500000, 58.717000,,0.797493, -2.197182
0.500000, 58.718000,,0.792918, -2.194943
0.500000, 58.719000,,0.788388, -2.192724
0.500000, 58.720000,,0.783865, -2.190493
0.500000, 58.721000,,0.779326, -2.188238
0.500000, 58.722000,,0.774807, -2.186005
0.500000, 58.723000,,0.770308, -2.183705
0.500000, 58.724000,,0.765796, -2.181426
0.500000, 58.725000,,0.761296, -2.179145
0.500000, 58.726000,,0.756822, -2.176851
0.500000, 58.727000,,0.752329, -2.174544
0.500000, 58.728000,,0.747853, -2.172215
0.500000, 58.729000,,0.743399, -2.169891
0.500000, 58.730000,,0.738937, -2.167521
0.500000, 58.731000,,0.734489, -2.165167
0.500000, 58.732000,,0.730077, -2.162839
0.500000, 58.733000,,0.725640, -2.160440
0.500000, 58.734000,,0.721199, -2.158060
0.500000, 58.735000,,0.716819, -2.155656
0.500000, 58.736000,,0.712396, -2.153265
0.500000, 58.737000,,0.708029, -2.150845
0.500000, 58.738000,,0.703626, -2.148418
0.500000, 58.739000,,0.699254, -2.146005
0.500000, 58.740000,,0.694918, -2.143559
0.500000, 58.741000,,0.690527, -2.141108
0.500000, 58.742000,,0.686180, -2.138633
0.500000, 58.743000,,0.681860, -2.136167
0.500000, 58.744000,,0.677518, -2.133695
0.500000, 58.745000,,0.673180, -2.131207
0.500000, 58.746000,,0.668892, -2.128700
0.500000, 58.747000,,0.664575, -2.126221
0.500000, 58.748000,,0.660269, -2.123677
0.500000, 58.749000,,0.656010, -2.121149
0.500000, 58.750000,,0.651713, -2.118609
0.500000, 58.751000,,0.647459, -2.116039
0.500000, 58.752000,,0.643180, -2.113503
0.500000, 58.753000,,0.638921, -2.110945
0.500000, 58.754000,,0.634685, -2.108351
0.500000, 58.755000,,0.630459, -2.105767
0.500000, 58.756000,,0.626223, -2.103178
0.500000, 58.757000,,0.622021, -2.100582
0.500000, 58.758000,,0.617822, -2.097975
0.500000, 58.759000,,0.613653, -2.095357
0.500000, 58.760000,,0.609445, -2.092719
0.500000, 58.761000,,0.605269, -2.090052
0.500000, 58.762000,,0.601086, -2.087428
0.500000, 58.763000,,0.596919, -2.084748
0.500000, 58.764000,,0.592777, -2.082089
0.500000, 58.765000,,0.588615, -2.079421
0.500000, 58.766000,,0.584500, -2.076725
0.500000, 58.767000,,0.580370, -2.074033
0.500000, 58.768000,,0.576247, -2.071331
0.500000, 58.769000,,0.572161, -2.068609
0.500000, 58.770000,,0.568063, -2.065866
0.500000, 58.771000,,0.563974, -2.063160
0.500000, 58.772000,,0.559916, -2.060415
0.500000, 58.773000,,0.555841, -2.057670
0.500000, 58.774000,,0.551766, -2.054937
0.500000, 58.775000,,0.547709, -2.052130
0.500000, 58.776000,,0.543705, -2.049376
0.500000, 58.777000,,0.539681, -2.046592
0.500000, 58.778000,,0.535623, -2.043792
0.500000, 58.779000,,0.531642, -2.040999
0.500000, 58.780000,,0.527645, -2.038182
0.500000, 58.781000,,0.523639, -2.035377
0.500000, 58.782000,,0.519676, -2.032535
0.500000, 58.783000,,0.515715, -2.029690
0.500000, 58.784000,,0.511744, -2.026856
0.500000, 58.785000,,0.507772, -2.024014
0.500000, 58.786000,,0.503828, -2.021170
0.500000, 58.787000,,0.499905, -2.018287
0.500000, 58.788000,,0.495979, -2.015389
0.500000, 58.789000,,0.492035, -2.012512
0.500000, 58.790000,,0.488155, -2.009621
0.500000, 58.791000,,0.484271, -2.006716
0.500000, 58.792000,,0.480377, -2.003823
0.500000, 58.793000,,0.476500, -2.000903
0.500000, 58.794000,,0.472638, -1.997977
0.500000, 58.795000,,0.468774, -1.995041
0.500000, 58.796000,,0.464933, -1.992093
0.500000, 58.797000,,0.461122, -1.989134
0.500000, 58.798000,,0.457292, -1.986177
0.500000, 58.799000,,0.453477, -1.983212
0.500000, 58.800000,,0.449675, -1.980237
0.500000, 58.801000,,0.445894, -1.977250
0.500000, 58.802000,,0.442096, -1.974246
0.500000, 58.803000,,0.438313, -1.971262
0.500000, 58.804000,,0.434518, -1.968262
0.500000, 58.805000,,0.430801, -1.965248
0.500000, 58.806000,,0.427044, -1.962201
0.500000, 58.807000,,0.423311, -1.959195
0.500000, 58.808000,,0.419590, -1.956171
0.500000, 58.809000,,0.415849, -1.953123
0.500000, 58.810000,,0.412176, -1.950044
0.500000, 58.811000,,0.408457, -1.946997
0.500000, 58.812000,,0.404780, -1.943917
0.500000, 58.813000,,0.401115, -1.940867
0.500000, 58.814000,,0.397435, -1.937764
0.500000, 58.815000,,0.393790, -1.934672
0.500000, 58.816000,,0.390133, -1.931570
0.500000, 58.817000,,0.386484, -1.928475
0.500000, 58.818000,,0.382891, -1.925335
0.500000, 58.819000,,0.379287, -1.922204
0.500000, 58.820000,,0.375653, -1.919111
0.500000, 58.821000,,0.372078, -1.915975
0.500000, 58.822000,,0.368486, -1.912805
0.500000, 58.823000,,0.364922, -1.909672
0.500000, 58.824000,,0.361349, -1.906503
0.500000, 58.825000,,0.357780, -1.903364
0.500000, 58.826000,,0.354252, -1.900194
0.500000, 58.827000,,0.350725, -1.896975
0.500000, 58.828000,,0.347187, -1.893807
0.500000, 58.829000,,0.343696, -1.890637
0.500000, 58.830000,,0.340195, -1.887414
0.500000, 58.831000,,0.336702, -1.884201
0.500000, 58.832000,,0.333229, -1.880979
0.500000, 58.833000,,0.329759, -1.877767
0.500000, 58.834000,,0.326305, -1.874540
0.500000, 58.835000,,0.322831, -1.871305
0.500000, 58.836000,,0.319370, -1.868059
0.500000, 58.837000,,0.315961, -1.864812
0.500000, 58.838000,,0.312549, -1.861596
0.500000, 58.839000,,0.309149, -1.858295
0.500000, 58.840000,,0.305761, -1.855024
0.500000, 58.841000,,0.302343, -1.851734
0.500000, 58.842000,,0.298988, -1.848489
0.500000, 58.843000,,0.295622, -1.845175
0.500000, 58.844000,,0.292281, -1.841880
0.500000, 58.845000,,0.288900, -1.838586
0.500000, 58.846000,,0.285572, -1.835283
0.500000, 58.847000,,0.282250, -1.831972
0.500000, 58.848000,,0.278935, -1.828629
0.500000, 58.849000,,0.275616, -1.825309
0.500000, 58.850000,,0.272337, -1.821996
0.500000, 58.851000,,0.269067, -1.818620
0.500000, 58.852000,,0.265772, -1.815271
0.500000, 58.853000,,0.262527, -1.811930
0.500000, 58.854000,,0.259288, -1.808576
0.500000, 58.855000,,0.256064, -1.805178
0.500000, 58.856000,,0.252830, -1.801835
0.500000, 58.857000,,0.249593, -1.798454
0.500000, 58.858000,,0.246376, -1.795051
0.500000, 58.859000,,0.243216, -1.791655
0.500000, 58.860000,,0.239995, -1.788277
0.500000, 58.861000,,0.236845, -1.784879
0.500000, 58.862000,,0.233671, -1.781449
0.500000, 58.863000,,0.230512, -1.778067
0.500000, 58.864000,,0.227386, -1.774632
0.500000, 58.865000,,0.224228, -1.771192
0.500000, 58.866000,,0.221125, -1.767760
0.500000, 58.867000,,0.218015, -1.764350
0.500000, 58.868000,,0.214939, -1.760863
0.500000, 58.869000,,0.211841, -1.757442
0.500000, 58.870000,,0.208733, -1.753996
0.500000, 58.871000,,0.205703, -1.750523
0.500000, 58.872000,,0.202629, -1.747051
0.500000, 58.873000,,0.199577, -1.743588
0.500000, 58.874000,,0.196554, -1.740112
0.500000, 58.875000,,0.193516, -1.736608
0.500000, 58.876000,,0.190514, -1.733137
0.500000, 58.877000,,0.187493, -1.729652
0.500000, 58.878000,,0.184507, -1.726115
0.500000, 58.879000,,0.181553, -1.722618
0.500000, 58.880000,,0.178550, -1.719072
0.500000, 58.881000,,0.175645, -1.715611
0.500000, 58.882000,,0.172666, -1.712070
0.500000, 58.883000,,0.169742, -1.708530
0.500000, 58.884000,,0.166802, -1.704962
0.500000, 58.885000,,0.163911, -1.701437
0.500000, 58.886000,,0.161021, -1.697913
0.500000, 58.887000,,0.158088, -1.694383
0.500000, 58.888000,,0.155222, -1.690793
0.500000, 58.889000,,0.152349, -1.687256
0.500000, 58.890000,,0.149461, -1.683676
0.500000, 58.891000,,0.146641, -1.680113
0.500000, 58.892000,,0.143792, -1.676541
0.500000, 58.893000,,0.140977, -1.672960
0.500000, 58.894000,,0.138182, -1.669359
0.500000, 58.895000,,0.135350, -1.665755
0.500000, 58.896000,,0.132545, -1.662181
0.500000, 58.897000,,0.129776, -1.658547
0.500000, 58.898000,,0.127020, -1.654974
0.500000, 58.899000,,0.124265, -1.651345
0.500000, 58.900000,,0.121475, -1.647720
0.500000, 58.901000,,0.118787, -1.644110
0.500000, 58.902000,,0.116017, -1.640492
0.500000, 58.903000,,0.113329, -1.636852
0.500000, 58.904000,,0.110605, -1.633223
0.500000, 58.905000,,0.107935, -1.629565
0.500000, 58.906000,,0.105238, -1.625928
0.500000, 58.907000,,0.102563, -1.622259
0.500000, 58.908000,,0.099891, -1.618649
0.500000, 58.909000,,0.097246, -1.614961
0.500000, 58.910000,,0.094616, -1.611308
0.500000, 58.911000,,0.091981, -1.607670
0.500000, 58.912000,,0.089381, -1.603970
0.500000, 58.913000,,0.086778, -1.600312
0.500000, 58.914000,,0.084181, -1.596625
0.500000, 58.915000,,0.081582, -1.592949
0.500000, 58.916000,,0.078999, -1.589251
0.500000, 58.917000,,0.076434, -1.585553
0.500000, 58.918000,,0.073905, -1.581875
0.500000, 58.919000,,0.071366, -1.578173
0.500000, 58.920000,,0.068843, -1.574466
0.500000, 58.921000,,0.066329, -1.570735
0.500000, 58.922000,,0.063832, -1.567036
0.500000, 58.923000,,0.061342, -1.563315
0.500000, 58.924000,,0.058862, -1.559583
0.500000, 58.925000,,0.056355, -1.555862
0.500000, 58.926000,,0.053944, -1.552134
0.500000, 58.927000,,0.051473, -1.548395
0.500000, 58.928000,,0.049046, -1.544649
0.500000, 58.929000,,0.046606, -1.540922
0.500000, 58.930000,,0.044196, -1.537179
0.500000, 58.931000,,0.041786, -1.533411
0.500000, 58.932000,,0.039413, -1.529650
0.500000, 58.933000,,0.037024, -1.525895
0.500000, 58.934000,,0.034662, -1.522131
0.500000, 58.935000,,0.032278, -1.518394
0.500000, 58.936000,,0.029948, -1.514624
0.500000, 58.937000,,0.027608, -1.510821
0.500000, 58.938000,,0.025284, -1.507043
0.500000, 58.939000,,0.022969, -1.503297
0.500000, 58.940000,,0.020694, -1.499505
0.500000, 58.941000,,0.018404, -1.495698
0.500000, 58.942000,,0.016096, -1.491897
0.500000, 58.943000,,0.013846, -1.488136
0.500000, 58.944000,,0.011607, -1.484328
0.500000, 58.945000,,0.009317, -1.480535
0.500000, 58.946000,,0.007122, -1.476720
0.500000, 58.947000,,0.004904, -1.472916
0.500000, 58.948000,,0.002669, -1.469081
0.500000, 58.949000,,0.000494, -1.465240
0.500000, 58.950000,,-0.001703, -1.461487
0.500000, 58.951000,,-0.003882, -1.457631
0.500000, 58.952000,,-0.006035, -1.453814
0.500000, 58.953000,,-0.008223, -1.449981
0.500000, 58.954000,,-0.010355, -1.446168
0.500000, 58.955000,,-0.012484, -1.442343
0.500000, 58.956000,,-0.014587, -1.438487
0.500000, 58.957000,,-0.016716, -1.434643
0.500000, 58.958000,,-0.018809, -1.430797
0.500000, 58.959000,,-0.020906, -1.426944
0.500000, 58.960000,,-0.022985, -1.423139
0.500000, 58.961000,,-0.025034, -1.419262
0.500000, 58.962000,,-0.027087, -1.415420
0.500000, 58.963000,,-0.029144, -1.411546
0.500000, 58.964000,,-0.031148, -1.407677
0.500000, 58.965000,,-0.033187, -1.403833
0.500000, 58.966000,,-0.035182, -1.399974
0.500000, 58.967000,,-0.037160, -1.396087
0.500000, 58.968000,,-0.039125, -1.392201
0.500000, 58.969000,,-0.041140, -1.388324
0.500000, 58.970000,,-0.043080, -1.384456
0.500000, 58.971000,,-0.045023, -1.380596
0.500000, 58.972000,,-0.046972, -1.376696
0.500000, 58.973000,,-0.048899, -1.372801
0.500000, 58.974000,,-0.050824, -1.368943
0.500000, 58.975000,,-0.052730, -1.365025
0.500000, 58.976000,,-0.054623, -1.361134
0.500000, 58.977000,,-0.056468, -1.357266
0.500000, 58.978000,,-0.058355, -1.353339
0.500000, 58.979000,,-0.060238, -1.349442
0.500000, 58.980000,,-0.062064, -1.345540
0.500000, 58.981000,,-0.063891, -1.341653
0.500000, 58.982000,,-0.065704, -1.337737
0.500000, 58.983000,,-0.067523, -1.333856
0.500000, 58.984000,,-0.069340, -1.329920
0.500000, 58.985000,,-0.071116, -1.326008
0.500000, 58.986000,,-0.072893, -1.322080
0.500000, 58.987000,,-0.074676, -1.318172
0.500000, 58.988000,,-0.076407, -1.314252
0.500000, 58.989000,,-0.078141, -1.310335
0.500000, 58.990000,,-0.079894, -1.306394
0.500000, 58.991000,,-0.081660, -1.302476
0.500000, 58.992000,,-0.083329, -1.298569
0.500000, 58.993000,,-0.085024, -1.294639
0.500000, 58.994000,,-0.086715, -1.290711
0.500000, 58.995000,,-0.088378, -1.286766
0.500000, 58.996000,,-0.090046, -1.282839
0.500000, 58.997000,,-0.091709, -1.278908
0.500000, 58.998000,,-0.093355, -1.274958
0.500000, 58.999000,,-0.094970, -1.271012
0.500000, 59.000000,,-0.096594, -1.267075
0.500000, 59.001000,,-0.098212, -1.263118
0.500000, 59.002000,,-0.099796, -1.259182
0.500000, 59.003000,,-0.101378, -1.255244
0.500000, 59.004000,,-0.102932, -1.251303
0.500000, 59.005000,,-0.104518, -1.247316
0.500000, 59.006000,,-0.106078, -1.243381
0.500000, 59.007000,,-0.107580, -1.239424
0.500000, 59.008000,,-0.109105, -1.235449
0.500000, 59.009000,,-0.110647, -1.231487
0.500000, 59.010000,,-0.112124, -1.227536
0.500000, 59.011000,,-0.113606, -1.223575
0.500000, 59.012000,,-0.115123, -1.219633
0.500000, 59.013000,,-0.116584, -1.215669
0.500000, 59.014000,,-0.118045, -1.211718
0.500000, 59.015000,,-0.119485, -1.207725
0.500000, 59.016000,,-0.120922, -1.203798
0.500000, 59.017000,,-0.122322, -1.199813
0.500000, 59.018000,,-0.123763, -1.195814
0.500000, 59.019000,,-0.125158, -1.191861
0.500000, 59.020000,,-0.126549, -1.187904
0.500000, 59.021000,,-0.127936, -1.183931
0.500000, 59.022000,,-0.129286, -1.179965
0.500000, 59.023000,,-0.130647, -1.175998
0.500000, 59.024000,,-0.131970, -1.172025
0.500000, 59.025000,,-0.133330, -1.168007
0.500000, 59.026000,,-0.134625, -1.164037
0.500000, 59.027000,,-0.135919, -1.160091
0.500000, 59.028000,,-0.137240, -1.156089
0.500000, 59.029000,,-0.138519, -1.152101
0.500000, 59.030000,,-0.139812, -1.148134
0.500000, 59.031000,,-0.141073, -1.144130
0.500000, 59.032000,,-0.142316, -1.140159
0.500000, 59.033000,,-0.143567, -1.136170
0.500000, 59.034000,,-0.144797, -1.132210
0.500000, 59.035000,,-0.146020, -1.128243
0.500000, 59.036000,,-0.147216, -1.124204
0.500000, 59.037000,,-0.148421, -1.120248
0.500000, 59.038000,,-0.149587, -1.116298
0.500000, 59.039000,,-0.150768, -1.112275
0.500000, 59.040000,,-0.151969, -1.108295
0.500000, 59.041000,,-0.153096, -1.104299
0.500000, 59.042000,,-0.154236, -1.100304
0.500000, 59.043000,,-0.155356, -1.096312
0.500000, 59.044000,,-0.156454, -1.092348
0.500000, 59.045000,,-0.157603, -1.088377
0.500000, 59.046000,,-0.158655, -1.084348
0.500000, 59.047000,,-0.159736, -1.080375
0.500000, 59.048000,,-0.160792, -1.076378
0.500000, 59.049000,,-0.161861, -1.072394
0.500000, 59.050000,,-0.162896, -1.068412
0.500000, 59.051000,,-0.163935, -1.064408
0.500000, 59.052000,,-0.164965, -1.060401
0.500000, 59.053000,,-0.165994, -1.056443
0.500000, 59.054000,,-0.166993, -1.052422
0.500000, 59.055000,,-0.167959, -1.048414
0.500000, 59.056000,,-0.168952, -1.044438
0.500000, 59.057000,,-0.169888, -1.040459
0.500000, 59.058000,,-0.170867, -1.036494
0.500000, 59.059000,,-0.171816, -1.032450
0.500000, 59.060000,,-0.172752, -1.028494
0.500000, 59.061000,,-0.173710, -1.024509
0.500000, 59.062000,,-0.174583, -1.020514
0.500000, 59.063000,,-0.175510, -1.016522
0.500000, 59.064000,,-0.176390, -1.012552
0.500000, 59.065000,,-0.177279, -1.008528
0.500000, 59.066000,,-0.178133, -1.004490
0.500000, 59.067000,,-0.179018, -1.000560
0.500000, 59.068000,,-0.179850, -0.996572
0.500000, 59.069000,,-0.180666, -0.992568
0.500000, 59.070000,,-0.181500, -0.988583
0.500000, 59.071000,,-0.182226, -0.984535
0.500000, 59.072000,,-0.183086, -0.980600
0.500000, 59.073000,,-0.183861, -0.976614
0.500000, 59.074000,,-0.184640, -0.972650
0.500000, 59.075000,,-0.185391, -0.968658
0.500000, 59.076000,,-0.186157, -0.964662
0.500000, 59.077000,,-0.186888, -0.960672
0.500000, 59.078000,,-0.187646, -0.956665
0.500000, 59.079000,,-0.188355, -0.952728
0.500000, 59.080000,,-0.189050, -0.948733
0.500000, 59.081000,,-0.189773, -0.944725
0.500000, 59.082000,,-0.190418, -0.940751
0.500000, 59.083000,,-0.191080, -0.936795
